"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","LIFEEXP","WOMEN","YR","A","1987",78.9,
"BEL","LIFEEXP","WOMEN","YR","A","1988",79.1,
"BEL","LIFEEXP","WOMEN","YR","A","1989",79.1,
"BEL","LIFEEXP","WOMEN","YR","A","1990",79.5,
"BEL","LIFEEXP","WOMEN","YR","A","1991",79.7,
"BEL","LIFEEXP","WOMEN","YR","A","1992",79.9,
"BEL","LIFEEXP","WOMEN","YR","A","1993",79.9,
"BEL","LIFEEXP","WOMEN","YR","A","1994",80.2,
"BEL","LIFEEXP","WOMEN","YR","A","1995",80.4,
"BEL","LIFEEXP","WOMEN","YR","A","1996",80.7,
"BEL","LIFEEXP","WOMEN","YR","A","1997",80.7,
"BEL","LIFEEXP","WOMEN","YR","A","1998",80.7,
"BEL","LIFEEXP","WOMEN","YR","A","1999",81,
"BEL","LIFEEXP","WOMEN","YR","A","2000",81,
"BEL","LIFEEXP","WOMEN","YR","A","2001",81.2,
"BEL","LIFEEXP","WOMEN","YR","A","2002",81.2,
"BEL","LIFEEXP","WOMEN","YR","A","2003",81.1,
"BEL","LIFEEXP","WOMEN","YR","A","2004",81.9,
"BEL","LIFEEXP","WOMEN","YR","A","2005",81.9,
"BEL","LIFEEXP","WOMEN","YR","A","2006",82.3,
"BEL","LIFEEXP","WOMEN","YR","A","2007",82.6,
"BEL","LIFEEXP","WOMEN","YR","A","2008",82.6,
"BEL","LIFEEXP","WOMEN","YR","A","2009",82.8,
"BEL","LIFEEXP","WOMEN","YR","A","2010",83,
"BEL","LIFEEXP","WOMEN","YR","A","2011",83.3,"B"
"BEL","LIFEEXP","WOMEN","YR","A","2012",83.1,
"BEL","LIFEEXP","WOMEN","YR","A","2013",83.2,
"CAN","LIFEEXP","MEN","YR","A","1961",68.4,
"CAN","LIFEEXP","MEN","YR","A","1966",68.8,
"CAN","LIFEEXP","MEN","YR","A","1971",69.3,
"CAN","LIFEEXP","MEN","YR","A","1976",70.2,
"CAN","LIFEEXP","MEN","YR","A","1979",71.4,
"CAN","LIFEEXP","MEN","YR","A","1980",71.7,
"CAN","LIFEEXP","MEN","YR","A","1981",71.9,
"CAN","LIFEEXP","MEN","YR","A","1982",72.4,
"CAN","LIFEEXP","MEN","YR","A","1983",72.7,
"CAN","LIFEEXP","MEN","YR","A","1984",73.1,
"CAN","LIFEEXP","MEN","YR","A","1985",73.1,
"CAN","LIFEEXP","MEN","YR","A","1986",73.3,
"CAN","LIFEEXP","MEN","YR","A","1987",73.6,
"CAN","LIFEEXP","MEN","YR","A","1988",73.6,
"CAN","LIFEEXP","MEN","YR","A","1989",74,
"CAN","LIFEEXP","MEN","YR","A","1990",74.4,
"CAN","LIFEEXP","MEN","YR","A","1991",74.6,
"CAN","LIFEEXP","MEN","YR","A","1992",74.8,
"CAN","LIFEEXP","MEN","YR","A","1994",74.9,
"CAN","LIFEEXP","MEN","YR","A","1995",75,
"CAN","LIFEEXP","MEN","YR","A","1996",75.2,
"CAN","LIFEEXP","MEN","YR","A","1997",75.4,
"CAN","LIFEEXP","MEN","YR","A","1998",75.7,
"CAN","LIFEEXP","MEN","YR","A","1999",76,
"CAN","LIFEEXP","MEN","YR","A","2000",76.3,
"CAN","LIFEEXP","MEN","YR","A","2001",76.6,
"CAN","LIFEEXP","MEN","YR","A","2002",77,
"CAN","LIFEEXP","MEN","YR","A","2003",77.2,
"CAN","LIFEEXP","MEN","YR","A","2004",77.5,
"CAN","LIFEEXP","MEN","YR","A","2005",77.7,
"CAN","LIFEEXP","MEN","YR","A","2006",78,
"CAN","LIFEEXP","MEN","YR","A","2007",78.2,"B"
"CAN","LIFEEXP","MEN","YR","A","2008",78.4,
"CAN","LIFEEXP","MEN","YR","A","2009",78.6,
"CAN","LIFEEXP","MEN","YR","A","2010",79,
"CAN","LIFEEXP","MEN","YR","A","2011",79.3,
"CAN","LIFEEXP","TOT","YR","A","1961",71.3,
"CAN","LIFEEXP","TOT","YR","A","1966",72,
"CAN","LIFEEXP","TOT","YR","A","1971",72.9,
"CAN","LIFEEXP","TOT","YR","A","1976",73.9,
"CAN","LIFEEXP","TOT","YR","A","1979",75.1,
"CAN","LIFEEXP","TOT","YR","A","1980",75.3,
"CAN","LIFEEXP","TOT","YR","A","1981",75.5,
"CAN","LIFEEXP","TOT","YR","A","1982",75.9,
"CAN","LIFEEXP","TOT","YR","A","1983",76.2,
"CAN","LIFEEXP","TOT","YR","A","1984",76.5,
"CAN","LIFEEXP","TOT","YR","A","1985",76.5,
"CAN","LIFEEXP","TOT","YR","A","1986",76.6,
"CAN","LIFEEXP","TOT","YR","A","1987",77,
"CAN","LIFEEXP","TOT","YR","A","1988",77,
"CAN","LIFEEXP","TOT","YR","A","1989",77.3,
"CAN","LIFEEXP","TOT","YR","A","1990",77.6,
"CAN","LIFEEXP","TOT","YR","A","1991",77.8,
"CAN","LIFEEXP","TOT","YR","A","1992",78,
"CAN","LIFEEXP","TOT","YR","A","1994",78,
"CAN","LIFEEXP","TOT","YR","A","1995",78,
"CAN","LIFEEXP","TOT","YR","A","1996",78.2,
"CAN","LIFEEXP","TOT","YR","A","1997",78.3,
"CAN","LIFEEXP","TOT","YR","A","1998",78.5,
"CAN","LIFEEXP","TOT","YR","A","1999",78.8,
"CAN","LIFEEXP","TOT","YR","A","2000",79,
"CAN","LIFEEXP","TOT","YR","A","2001",79.3,
"CAN","LIFEEXP","TOT","YR","A","2002",79.5,
"CAN","LIFEEXP","TOT","YR","A","2003",79.7,
"CAN","LIFEEXP","TOT","YR","A","2004",79.9,
"CAN","LIFEEXP","TOT","YR","A","2005",80.1,
"CAN","LIFEEXP","TOT","YR","A","2006",80.4,
"CAN","LIFEEXP","TOT","YR","A","2007",80.5,"B"
"CAN","LIFEEXP","TOT","YR","A","2008",80.7,
"CAN","LIFEEXP","TOT","YR","A","2009",80.9,
"CAN","LIFEEXP","TOT","YR","A","2010",81.2,
"CAN","LIFEEXP","TOT","YR","A","2011",81.5,
"CAN","LIFEEXP","WOMEN","YR","A","1961",74.2,
"CAN","LIFEEXP","WOMEN","YR","A","1966",75.2,
"CAN","LIFEEXP","WOMEN","YR","A","1971",76.4,
"CAN","LIFEEXP","WOMEN","YR","A","1976",77.5,
"CAN","LIFEEXP","WOMEN","YR","A","1979",78.8,
"CAN","LIFEEXP","WOMEN","YR","A","1980",78.9,
"CAN","LIFEEXP","WOMEN","YR","A","1981",79,
"CAN","LIFEEXP","WOMEN","YR","A","1982",79.4,
"CAN","LIFEEXP","WOMEN","YR","A","1983",79.7,
"CAN","LIFEEXP","WOMEN","YR","A","1984",79.9,
"CAN","LIFEEXP","WOMEN","YR","A","1985",79.9,
"CAN","LIFEEXP","WOMEN","YR","A","1986",79.9,
"CAN","LIFEEXP","WOMEN","YR","A","1987",80.3,
"CAN","LIFEEXP","WOMEN","YR","A","1988",80.3,
"CAN","LIFEEXP","WOMEN","YR","A","1989",80.6,
"CAN","LIFEEXP","WOMEN","YR","A","1990",80.8,
"CAN","LIFEEXP","WOMEN","YR","A","1991",80.9,
"CAN","LIFEEXP","WOMEN","YR","A","1992",81.2,
"CAN","LIFEEXP","WOMEN","YR","A","1994",81,
"CAN","LIFEEXP","WOMEN","YR","A","1995",81,
"CAN","LIFEEXP","WOMEN","YR","A","1996",81.1,
"CAN","LIFEEXP","WOMEN","YR","A","1997",81.2,
"CAN","LIFEEXP","WOMEN","YR","A","1998",81.3,
"CAN","LIFEEXP","WOMEN","YR","A","1999",81.5,
"CAN","LIFEEXP","WOMEN","YR","A","2000",81.7,
"CAN","LIFEEXP","WOMEN","YR","A","2001",81.9,
"CAN","LIFEEXP","WOMEN","YR","A","2002",82,
"CAN","LIFEEXP","WOMEN","YR","A","2003",82.2,
"CAN","LIFEEXP","WOMEN","YR","A","2004",82.3,
"CAN","LIFEEXP","WOMEN","YR","A","2005",82.5,
"CAN","LIFEEXP","WOMEN","YR","A","2006",82.8,
"CAN","LIFEEXP","WOMEN","YR","A","2007",82.8,"B"
"CAN","LIFEEXP","WOMEN","YR","A","2008",83,
"CAN","LIFEEXP","WOMEN","YR","A","2009",83.1,
"CAN","LIFEEXP","WOMEN","YR","A","2010",83.4,
"CAN","LIFEEXP","WOMEN","YR","A","2011",83.6,
"CZE","LIFEEXP","MEN","YR","A","1960",67.8,
"CZE","LIFEEXP","MEN","YR","A","1961",67.7,
"CZE","LIFEEXP","MEN","YR","A","1962",66.9,
"CZE","LIFEEXP","MEN","YR","A","1963",67.3,
"CZE","LIFEEXP","MEN","YR","A","1964",67.5,
"CZE","LIFEEXP","MEN","YR","A","1965",67.2,
"CZE","LIFEEXP","MEN","YR","A","1966",67.3,
"CZE","LIFEEXP","MEN","YR","A","1967",67.1,
"CZE","LIFEEXP","MEN","YR","A","1968",66.6,
"CZE","LIFEEXP","MEN","YR","A","1969",66,
"CZE","LIFEEXP","MEN","YR","A","1970",66.1,
"CZE","LIFEEXP","MEN","YR","A","1971",66.2,
"CZE","LIFEEXP","MEN","YR","A","1972",66.9,
"CZE","LIFEEXP","MEN","YR","A","1973",66.6,
"CZE","LIFEEXP","MEN","YR","A","1974",66.8,
"CZE","LIFEEXP","MEN","YR","A","1975",67,
"CZE","LIFEEXP","MEN","YR","A","1976",67.1,
"CZE","LIFEEXP","MEN","YR","A","1977",67.2,
"CZE","LIFEEXP","MEN","YR","A","1978",67.3,
"CZE","LIFEEXP","MEN","YR","A","1979",67.4,
"CZE","LIFEEXP","MEN","YR","A","1980",66.9,
"CZE","LIFEEXP","MEN","YR","A","1981",67.2,
"CZE","LIFEEXP","MEN","YR","A","1982",67.3,
"CZE","LIFEEXP","MEN","YR","A","1983",67.1,
"CZE","LIFEEXP","MEN","YR","A","1984",67.4,
"CZE","LIFEEXP","MEN","YR","A","1985",67.5,
"CZE","LIFEEXP","MEN","YR","A","1986",67.5,
"CZE","LIFEEXP","MEN","YR","A","1987",67.9,
"CZE","LIFEEXP","MEN","YR","A","1988",68.2,
"CZE","LIFEEXP","MEN","YR","A","1989",68.2,
"CZE","LIFEEXP","MEN","YR","A","1990",67.6,
"CZE","LIFEEXP","MEN","YR","A","1991",68.2,
"CZE","LIFEEXP","MEN","YR","A","1992",68.6,
"CZE","LIFEEXP","MEN","YR","A","1993",69.3,
"CZE","LIFEEXP","MEN","YR","A","1994",69.5,
"CZE","LIFEEXP","MEN","YR","A","1995",69.7,
"CZE","LIFEEXP","MEN","YR","A","1996",70.4,
"CZE","LIFEEXP","MEN","YR","A","1997",70.5,
"CZE","LIFEEXP","MEN","YR","A","1998",71.2,
"CZE","LIFEEXP","MEN","YR","A","1999",71.5,
"CZE","LIFEEXP","MEN","YR","A","2000",71.6,
"CZE","LIFEEXP","MEN","YR","A","2001",72,
"CZE","LIFEEXP","MEN","YR","A","2002",72.1,
"CZE","LIFEEXP","MEN","YR","A","2003",72,
"CZE","LIFEEXP","MEN","YR","A","2004",72.5,
"CZE","LIFEEXP","MEN","YR","A","2005",72.9,
"CZE","LIFEEXP","MEN","YR","A","2006",73.5,
"CZE","LIFEEXP","MEN","YR","A","2007",73.8,
"CZE","LIFEEXP","MEN","YR","A","2008",74.1,
"CZE","LIFEEXP","MEN","YR","A","2009",74.3,
"CZE","LIFEEXP","MEN","YR","A","2010",74.5,
"CZE","LIFEEXP","MEN","YR","A","2011",74.8,
"CZE","LIFEEXP","MEN","YR","A","2012",75.1,
"CZE","LIFEEXP","MEN","YR","A","2013",75.2,
"CZE","LIFEEXP","TOT","YR","A","1960",70.7,
"CZE","LIFEEXP","TOT","YR","A","1961",70.7,
"CZE","LIFEEXP","TOT","YR","A","1962",69.9,
"CZE","LIFEEXP","TOT","YR","A","1963",70.5,
"CZE","LIFEEXP","TOT","YR","A","1964",70.7,
"CZE","LIFEEXP","TOT","YR","A","1965",70.4,
"CZE","LIFEEXP","TOT","YR","A","1966",70.6,
"CZE","LIFEEXP","TOT","YR","A","1967",70.5,
"CZE","LIFEEXP","TOT","YR","A","1968",70.1,
"CZE","LIFEEXP","TOT","YR","A","1969",69.6,
"CZE","LIFEEXP","TOT","YR","A","1970",69.6,
"CZE","LIFEEXP","TOT","YR","A","1971",69.8,
"CZE","LIFEEXP","TOT","YR","A","1972",70.3,
"CZE","LIFEEXP","TOT","YR","A","1973",70.2,
"CZE","LIFEEXP","TOT","YR","A","1974",70.2,
"CZE","LIFEEXP","TOT","YR","A","1975",70.6,
"CZE","LIFEEXP","TOT","YR","A","1976",70.7,
"CZE","LIFEEXP","TOT","YR","A","1977",70.8,
"CZE","LIFEEXP","TOT","YR","A","1978",70.9,
"CZE","LIFEEXP","TOT","YR","A","1979",70.9,
"CZE","LIFEEXP","TOT","YR","A","1980",70.5,
"CZE","LIFEEXP","TOT","YR","A","1981",70.8,
"CZE","LIFEEXP","TOT","YR","A","1982",70.9,
"CZE","LIFEEXP","TOT","YR","A","1983",70.8,
"CZE","LIFEEXP","TOT","YR","A","1984",71,
"CZE","LIFEEXP","TOT","YR","A","1985",71.2,
"CZE","LIFEEXP","TOT","YR","A","1986",71.1,
"CZE","LIFEEXP","TOT","YR","A","1987",71.6,
"CZE","LIFEEXP","TOT","YR","A","1988",71.8,
"CZE","LIFEEXP","TOT","YR","A","1989",71.9,
"CZE","LIFEEXP","TOT","YR","A","1990",71.6,
"CZE","LIFEEXP","TOT","YR","A","1991",72,
"CZE","LIFEEXP","TOT","YR","A","1992",72.5,
"CZE","LIFEEXP","TOT","YR","A","1993",72.9,
"CZE","LIFEEXP","TOT","YR","A","1994",73.2,
"CZE","LIFEEXP","TOT","YR","A","1995",73.3,
"CZE","LIFEEXP","TOT","YR","A","1996",74,
"CZE","LIFEEXP","TOT","YR","A","1997",74.1,
"CZE","LIFEEXP","TOT","YR","A","1998",74.7,
"CZE","LIFEEXP","TOT","YR","A","1999",74.9,
"CZE","LIFEEXP","TOT","YR","A","2000",75.1,
"CZE","LIFEEXP","TOT","YR","A","2001",75.3,
"CZE","LIFEEXP","TOT","YR","A","2002",75.4,
"CZE","LIFEEXP","TOT","YR","A","2003",75.3,
"CZE","LIFEEXP","TOT","YR","A","2004",75.8,
"CZE","LIFEEXP","TOT","YR","A","2005",76.1,
"CZE","LIFEEXP","TOT","YR","A","2006",76.7,
"CZE","LIFEEXP","TOT","YR","A","2007",77,
"CZE","LIFEEXP","TOT","YR","A","2008",77.3,
"CZE","LIFEEXP","TOT","YR","A","2009",77.4,
"CZE","LIFEEXP","TOT","YR","A","2010",77.7,
"CZE","LIFEEXP","TOT","YR","A","2011",78,
"CZE","LIFEEXP","TOT","YR","A","2012",78.2,
"CZE","LIFEEXP","TOT","YR","A","2013",78.3,
"CZE","LIFEEXP","WOMEN","YR","A","1960",73.5,
"CZE","LIFEEXP","WOMEN","YR","A","1961",73.6,
"CZE","LIFEEXP","WOMEN","YR","A","1962",72.9,
"CZE","LIFEEXP","WOMEN","YR","A","1963",73.6,
"CZE","LIFEEXP","WOMEN","YR","A","1964",73.8,
"CZE","LIFEEXP","WOMEN","YR","A","1965",73.5,
"CZE","LIFEEXP","WOMEN","YR","A","1966",73.9,
"CZE","LIFEEXP","WOMEN","YR","A","1967",73.8,
"CZE","LIFEEXP","WOMEN","YR","A","1968",73.5,
"CZE","LIFEEXP","WOMEN","YR","A","1969",73.2,
"CZE","LIFEEXP","WOMEN","YR","A","1970",73.1,
"CZE","LIFEEXP","WOMEN","YR","A","1971",73.4,
"CZE","LIFEEXP","WOMEN","YR","A","1972",73.7,
"CZE","LIFEEXP","WOMEN","YR","A","1973",73.8,
"CZE","LIFEEXP","WOMEN","YR","A","1974",73.6,
"CZE","LIFEEXP","WOMEN","YR","A","1975",74.1,
"CZE","LIFEEXP","WOMEN","YR","A","1976",74.3,
"CZE","LIFEEXP","WOMEN","YR","A","1977",74.3,
"CZE","LIFEEXP","WOMEN","YR","A","1978",74.4,
"CZE","LIFEEXP","WOMEN","YR","A","1979",74.4,
"CZE","LIFEEXP","WOMEN","YR","A","1980",74,
"CZE","LIFEEXP","WOMEN","YR","A","1981",74.4,
"CZE","LIFEEXP","WOMEN","YR","A","1982",74.5,
"CZE","LIFEEXP","WOMEN","YR","A","1983",74.4,
"CZE","LIFEEXP","WOMEN","YR","A","1984",74.6,
"CZE","LIFEEXP","WOMEN","YR","A","1985",74.8,
"CZE","LIFEEXP","WOMEN","YR","A","1986",74.7,
"CZE","LIFEEXP","WOMEN","YR","A","1987",75.3,
"CZE","LIFEEXP","WOMEN","YR","A","1988",75.4,
"CZE","LIFEEXP","WOMEN","YR","A","1989",75.5,
"CZE","LIFEEXP","WOMEN","YR","A","1990",75.5,
"CZE","LIFEEXP","WOMEN","YR","A","1991",75.8,
"CZE","LIFEEXP","WOMEN","YR","A","1992",76.3,
"CZE","LIFEEXP","WOMEN","YR","A","1993",76.5,
"CZE","LIFEEXP","WOMEN","YR","A","1994",76.8,
"CZE","LIFEEXP","WOMEN","YR","A","1995",76.8,
"CZE","LIFEEXP","WOMEN","YR","A","1996",77.5,
"CZE","LIFEEXP","WOMEN","YR","A","1997",77.6,
"CZE","LIFEEXP","WOMEN","YR","A","1998",78.2,
"CZE","LIFEEXP","WOMEN","YR","A","1999",78.3,
"CZE","LIFEEXP","WOMEN","YR","A","2000",78.5,
"CZE","LIFEEXP","WOMEN","YR","A","2001",78.5,
"CZE","LIFEEXP","WOMEN","YR","A","2002",78.7,
"CZE","LIFEEXP","WOMEN","YR","A","2003",78.6,
"CZE","LIFEEXP","WOMEN","YR","A","2004",79.1,
"CZE","LIFEEXP","WOMEN","YR","A","2005",79.2,
"CZE","LIFEEXP","WOMEN","YR","A","2006",79.9,
"CZE","LIFEEXP","WOMEN","YR","A","2007",80.2,
"CZE","LIFEEXP","WOMEN","YR","A","2008",80.5,
"CZE","LIFEEXP","WOMEN","YR","A","2009",80.5,
"CZE","LIFEEXP","WOMEN","YR","A","2010",80.9,
"CZE","LIFEEXP","WOMEN","YR","A","2011",81.1,
"CZE","LIFEEXP","WOMEN","YR","A","2012",81.2,
"CZE","LIFEEXP","WOMEN","YR","A","2013",81.3,
"DNK","LIFEEXP","MEN","YR","A","1960",70.4,
"DNK","LIFEEXP","MEN","YR","A","1967",70.3,
"DNK","LIFEEXP","MEN","YR","A","1968",70.6,
"DNK","LIFEEXP","MEN","YR","A","1969",70.7,
"DNK","LIFEEXP","MEN","YR","A","1970",70.7,
"DNK","LIFEEXP","MEN","YR","A","1971",70.7,
"DNK","LIFEEXP","MEN","YR","A","1972",70.7,
"DNK","LIFEEXP","MEN","YR","A","1973",70.8,
"DNK","LIFEEXP","MEN","YR","A","1974",71,
"DNK","LIFEEXP","MEN","YR","A","1975",71.3,
"DNK","LIFEEXP","MEN","YR","A","1976",70.9,
"DNK","LIFEEXP","MEN","YR","A","1977",71.8,
"DNK","LIFEEXP","MEN","YR","A","1978",71.5,
"DNK","LIFEEXP","MEN","YR","A","1979",71.2,
"DNK","LIFEEXP","MEN","YR","A","1980",71.2,
"DNK","LIFEEXP","MEN","YR","A","1981",71.3,
"DNK","LIFEEXP","MEN","YR","A","1982",71.6,
"DNK","LIFEEXP","MEN","YR","A","1983",71.5,
"DNK","LIFEEXP","MEN","YR","A","1984",71.7,
"DNK","LIFEEXP","MEN","YR","A","1985",71.5,
"DNK","LIFEEXP","MEN","YR","A","1986",71.8,
"DNK","LIFEEXP","MEN","YR","A","1987",71.8,
"DNK","LIFEEXP","MEN","YR","A","1988",72.1,
"DNK","LIFEEXP","MEN","YR","A","1989",72,
"DNK","LIFEEXP","MEN","YR","A","1990",72,
"DNK","LIFEEXP","MEN","YR","A","1991",72.5,
"DNK","LIFEEXP","MEN","YR","A","1992",72.6,
"DNK","LIFEEXP","MEN","YR","A","1993",72.6,
"DNK","LIFEEXP","MEN","YR","A","1994",72.8,
"DNK","LIFEEXP","MEN","YR","A","1995",72.7,
"DNK","LIFEEXP","MEN","YR","A","1996",73.1,
"DNK","LIFEEXP","MEN","YR","A","1997",73.6,
"DNK","LIFEEXP","MEN","YR","A","1998",74,
"DNK","LIFEEXP","MEN","YR","A","1999",74.2,
"DNK","LIFEEXP","MEN","YR","A","2000",74.5,
"DNK","LIFEEXP","MEN","YR","A","2001",74.7,
"DNK","LIFEEXP","MEN","YR","A","2002",74.8,
"DNK","LIFEEXP","MEN","YR","A","2003",75,
"DNK","LIFEEXP","MEN","YR","A","2004",75.4,
"DNK","LIFEEXP","MEN","YR","A","2005",76,
"DNK","LIFEEXP","MEN","YR","A","2006",76.1,
"DNK","LIFEEXP","MEN","YR","A","2007",76.2,
"DNK","LIFEEXP","MEN","YR","A","2008",76.5,
"DNK","LIFEEXP","MEN","YR","A","2009",76.9,
"DNK","LIFEEXP","MEN","YR","A","2010",77.2,
"DNK","LIFEEXP","MEN","YR","A","2011",77.8,
"DNK","LIFEEXP","MEN","YR","A","2012",78.1,
"DNK","LIFEEXP","MEN","YR","A","2013",78.3,
"DNK","LIFEEXP","TOT","YR","A","1960",72.4,
"DNK","LIFEEXP","TOT","YR","A","1967",72.6,
"DNK","LIFEEXP","TOT","YR","A","1968",73,
"DNK","LIFEEXP","TOT","YR","A","1969",73.2,
"DNK","LIFEEXP","TOT","YR","A","1970",73.3,
"DNK","LIFEEXP","TOT","YR","A","1971",73.3,
"DNK","LIFEEXP","TOT","YR","A","1972",73.4,
"DNK","LIFEEXP","TOT","YR","A","1973",73.6,
"DNK","LIFEEXP","TOT","YR","A","1974",74,
"DNK","LIFEEXP","TOT","YR","A","1975",74.2,
"DNK","LIFEEXP","TOT","YR","A","1976",73.9,
"DNK","LIFEEXP","TOT","YR","A","1977",74.9,
"DNK","LIFEEXP","TOT","YR","A","1978",74.6,
"DNK","LIFEEXP","TOT","YR","A","1979",74.4,
"DNK","LIFEEXP","TOT","YR","A","1980",74.3,
"DNK","LIFEEXP","TOT","YR","A","1981",74.4,
"DNK","LIFEEXP","TOT","YR","A","1982",74.7,
"DNK","LIFEEXP","TOT","YR","A","1983",74.6,
"DNK","LIFEEXP","TOT","YR","A","1984",74.8,
"DNK","LIFEEXP","TOT","YR","A","1985",74.6,
"DNK","LIFEEXP","TOT","YR","A","1986",74.8,
"DNK","LIFEEXP","TOT","YR","A","1987",74.9,
"DNK","LIFEEXP","TOT","YR","A","1988",75,
"DNK","LIFEEXP","TOT","YR","A","1989",75,
"DNK","LIFEEXP","TOT","YR","A","1990",74.9,
"DNK","LIFEEXP","TOT","YR","A","1991",75.3,
"DNK","LIFEEXP","TOT","YR","A","1992",75.3,
"DNK","LIFEEXP","TOT","YR","A","1993",75.2,
"DNK","LIFEEXP","TOT","YR","A","1994",75.5,
"DNK","LIFEEXP","TOT","YR","A","1995",75.3,
"DNK","LIFEEXP","TOT","YR","A","1996",75.7,
"DNK","LIFEEXP","TOT","YR","A","1997",76.1,
"DNK","LIFEEXP","TOT","YR","A","1998",76.5,
"DNK","LIFEEXP","TOT","YR","A","1999",76.6,
"DNK","LIFEEXP","TOT","YR","A","2000",76.9,
"DNK","LIFEEXP","TOT","YR","A","2001",77,
"DNK","LIFEEXP","TOT","YR","A","2002",77.1,
"DNK","LIFEEXP","TOT","YR","A","2003",77.4,
"DNK","LIFEEXP","TOT","YR","A","2004",77.8,
"DNK","LIFEEXP","TOT","YR","A","2005",78.3,
"DNK","LIFEEXP","TOT","YR","A","2006",78.4,
"DNK","LIFEEXP","TOT","YR","A","2007",78.4,
"DNK","LIFEEXP","TOT","YR","A","2008",78.8,
"DNK","LIFEEXP","TOT","YR","A","2009",79,
"DNK","LIFEEXP","TOT","YR","A","2010",79.3,
"DNK","LIFEEXP","TOT","YR","A","2011",79.9,
"DNK","LIFEEXP","TOT","YR","A","2012",80.1,
"DNK","LIFEEXP","TOT","YR","A","2013",80.4,
"DNK","LIFEEXP","WOMEN","YR","A","1960",74.4,
"DNK","LIFEEXP","WOMEN","YR","A","1967",74.9,
"DNK","LIFEEXP","WOMEN","YR","A","1968",75.4,
"DNK","LIFEEXP","WOMEN","YR","A","1969",75.6,
"DNK","LIFEEXP","WOMEN","YR","A","1970",75.9,
"DNK","LIFEEXP","WOMEN","YR","A","1971",75.9,
"DNK","LIFEEXP","WOMEN","YR","A","1972",76.1,
"DNK","LIFEEXP","WOMEN","YR","A","1973",76.3,
"DNK","LIFEEXP","WOMEN","YR","A","1974",76.9,
"DNK","LIFEEXP","WOMEN","YR","A","1975",77.1,
"DNK","LIFEEXP","WOMEN","YR","A","1976",76.8,
"DNK","LIFEEXP","WOMEN","YR","A","1977",77.9,
"DNK","LIFEEXP","WOMEN","YR","A","1978",77.6,
"DNK","LIFEEXP","WOMEN","YR","A","1979",77.5,
"DNK","LIFEEXP","WOMEN","YR","A","1980",77.3,
"DNK","LIFEEXP","WOMEN","YR","A","1981",77.5,
"DNK","LIFEEXP","WOMEN","YR","A","1982",77.8,
"DNK","LIFEEXP","WOMEN","YR","A","1983",77.7,
"DNK","LIFEEXP","WOMEN","YR","A","1984",77.8,
"DNK","LIFEEXP","WOMEN","YR","A","1985",77.6,
"DNK","LIFEEXP","WOMEN","YR","A","1986",77.7,
"DNK","LIFEEXP","WOMEN","YR","A","1987",77.9,
"DNK","LIFEEXP","WOMEN","YR","A","1988",77.8,
"DNK","LIFEEXP","WOMEN","YR","A","1989",77.9,
"DNK","LIFEEXP","WOMEN","YR","A","1990",77.8,
"DNK","LIFEEXP","WOMEN","YR","A","1991",78.1,
"DNK","LIFEEXP","WOMEN","YR","A","1992",78,
"DNK","LIFEEXP","WOMEN","YR","A","1993",77.8,
"DNK","LIFEEXP","WOMEN","YR","A","1994",78.2,
"DNK","LIFEEXP","WOMEN","YR","A","1995",77.9,
"DNK","LIFEEXP","WOMEN","YR","A","1996",78.3,
"DNK","LIFEEXP","WOMEN","YR","A","1997",78.6,
"DNK","LIFEEXP","WOMEN","YR","A","1998",79,
"DNK","LIFEEXP","WOMEN","YR","A","1999",79,
"DNK","LIFEEXP","WOMEN","YR","A","2000",79.2,
"DNK","LIFEEXP","WOMEN","YR","A","2001",79.3,
"DNK","LIFEEXP","WOMEN","YR","A","2002",79.4,
"DNK","LIFEEXP","WOMEN","YR","A","2003",79.8,
"DNK","LIFEEXP","WOMEN","YR","A","2004",80.2,
"DNK","LIFEEXP","WOMEN","YR","A","2005",80.5,
"DNK","LIFEEXP","WOMEN","YR","A","2006",80.7,
"DNK","LIFEEXP","WOMEN","YR","A","2007",80.6,
"DNK","LIFEEXP","WOMEN","YR","A","2008",81,
"DNK","LIFEEXP","WOMEN","YR","A","2009",81.1,
"DNK","LIFEEXP","WOMEN","YR","A","2010",81.4,
"DNK","LIFEEXP","WOMEN","YR","A","2011",81.9,
"DNK","LIFEEXP","WOMEN","YR","A","2012",82.1,
"DNK","LIFEEXP","WOMEN","YR","A","2013",82.4,
"FIN","LIFEEXP","MEN","YR","A","1960",65.5,
"FIN","LIFEEXP","MEN","YR","A","1963",65.4,
"FIN","LIFEEXP","MEN","YR","A","1968",65.9,
"FIN","LIFEEXP","MEN","YR","A","1970",66.5,
"FIN","LIFEEXP","MEN","YR","A","1971",65.9,
"FIN","LIFEEXP","MEN","YR","A","1972",66.6,
"FIN","LIFEEXP","MEN","YR","A","1973",66.9,
"FIN","LIFEEXP","MEN","YR","A","1974",66.9,
"FIN","LIFEEXP","MEN","YR","A","1975",67.4,
"FIN","LIFEEXP","MEN","YR","A","1976",67.6,
"FIN","LIFEEXP","MEN","YR","A","1977",67.9,
"FIN","LIFEEXP","MEN","YR","A","1978",68.5,
"FIN","LIFEEXP","MEN","YR","A","1979",69,
"FIN","LIFEEXP","MEN","YR","A","1980",69.2,
"FIN","LIFEEXP","MEN","YR","A","1981",69.6,
